../at/s1/8.pgm;0
../at/s1/3.pgm;0
../at/s1/1.pgm;0
../at/s1/5.pgm;0
../at/s1/2.pgm;0
../at/s2/8.pgm;1
../at/s2/3.pgm;1
../at/s2/1.pgm;1
../at/s2/5.pgm;1
../at/s3/8.pgm;2
../at/s3/3.pgm;2
../at/s3/1.pgm;2
../at/s3/5.pgm;2
../at/s3/2.pgm;2
../at/s4/8.pgm;3
../at/s4/3.pgm;3
../at/s4/1.pgm;3
../at/s4/5.pgm;3
../at/s5/8.pgm;4
../at/s5/3.pgm;4
../at/s5/1.pgm;4
../at/s5/5.pgm;4
../at/s5/2.pgm;4
../at/s6/8.pgm;5
../at/s6/3.pgm;5
../at/s6/1.pgm;5
../at/s6/5.pgm;5
../at/s7/8.pgm;6
../at/s7/3.pgm;6
../at/s7/1.pgm;6
../at/s7/5.pgm;6
../at/s7/2.pgm;6
../at/s8/8.pgm;7
../at/s8/3.pgm;7
../at/s8/1.pgm;7
../at/s8/5.pgm;7
../at/s9/8.pgm;8
../at/s9/3.pgm;8
../at/s9/1.pgm;8
../at/s9/5.pgm;8
../at/s9/2.pgm;8
../at/s10/8.pgm;9
../at/s10/3.pgm;9
../at/s10/1.pgm;9
../at/s10/5.pgm;9
../at/s11/8.pgm;10
../at/s11/3.pgm;10
../at/s11/1.pgm;10
../at/s11/5.pgm;10
../at/s11/2.pgm;10
../at/s12/8.pgm;11
../at/s12/3.pgm;11
../at/s12/1.pgm;11
../at/s12/5.pgm;11
../at/s13/8.pgm;12
../at/s13/3.pgm;12
../at/s13/1.pgm;12
../at/s13/5.pgm;12
../at/s13/2.pgm;12
../at/s14/8.pgm;13
../at/s14/3.pgm;13
../at/s14/1.pgm;13
../at/s14/5.pgm;13
../at/s15/8.pgm;14
../at/s15/3.pgm;14
../at/s15/1.pgm;14
../at/s15/5.pgm;14
../at/s15/2.pgm;14
../at/s16/8.pgm;15
../at/s16/3.pgm;15
../at/s16/1.pgm;15
../at/s16/5.pgm;15
../at/s17/8.pgm;16
../at/s17/3.pgm;16
../at/s17/1.pgm;16
../at/s17/5.pgm;16
../at/s17/2.pgm;16
../at/s18/8.pgm;17
../at/s18/3.pgm;17
../at/s18/1.pgm;17
../at/s18/5.pgm;17
../at/s19/8.pgm;18
../at/s19/3.pgm;18
../at/s19/1.pgm;18
../at/s19/5.pgm;18
../at/s19/2.pgm;18
../at/s20/8.pgm;19
../at/s20/3.pgm;19
../at/s20/1.pgm;19
../at/s20/5.pgm;19
../at/s21/8.pgm;20
../at/s21/3.pgm;20
../at/s21/1.pgm;20
../at/s21/5.pgm;20
../at/s21/2.pgm;20
../at/s22/8.pgm;21
../at/s22/3.pgm;21
../at/s22/1.pgm;21
../at/s22/5.pgm;21
../at/s23/8.pgm;22
../at/s23/3.pgm;22
../at/s23/1.pgm;22
../at/s23/5.pgm;22
../at/s23/2.pgm;22
../at/s24/8.pgm;23
../at/s24/3.pgm;23
../at/s24/1.pgm;23
../at/s24/5.pgm;23
../at/s25/8.pgm;24
../at/s25/3.pgm;24
../at/s25/1.pgm;24
../at/s25/5.pgm;24
../at/s25/2.pgm;24
../at/s26/8.pgm;25
../at/s26/3.pgm;25
../at/s26/1.pgm;25
../at/s26/5.pgm;25
../at/s27/8.pgm;26
../at/s27/3.pgm;26
../at/s27/1.pgm;26
../at/s27/5.pgm;26
../at/s27/2.pgm;26
../at/s28/8.pgm;27
../at/s28/3.pgm;27
../at/s28/1.pgm;27
../at/s28/5.pgm;27
../at/s29/8.pgm;28
../at/s29/3.pgm;28
../at/s29/1.pgm;28
../at/s29/5.pgm;28
../at/s29/2.pgm;28
../at/s30/8.pgm;29
../at/s30/3.pgm;29
../at/s30/1.pgm;29
../at/s30/5.pgm;29
../at/s31/8.pgm;30
../at/s31/3.pgm;30
../at/s31/1.pgm;30
../at/s31/5.pgm;30
../at/s31/2.pgm;30
../at/s32/8.pgm;31
../at/s32/3.pgm;31
../at/s32/1.pgm;31
../at/s32/5.pgm;31
../at/s33/8.pgm;32
../at/s33/3.pgm;32
../at/s33/1.pgm;32
../at/s33/5.pgm;32
../at/s33/2.pgm;32
../at/s34/8.pgm;33
../at/s34/3.pgm;33
../at/s34/1.pgm;33
../at/s34/5.pgm;33
../at/s35/8.pgm;34
../at/s35/3.pgm;34
../at/s35/1.pgm;34
../at/s35/5.pgm;34
../at/s35/2.pgm;34
../at/s36/8.pgm;35
../at/s36/3.pgm;35
../at/s36/1.pgm;35
../at/s36/5.pgm;35
../at/s37/8.pgm;36
../at/s37/3.pgm;36
../at/s37/1.pgm;36
../at/s37/5.pgm;36
../at/s37/2.pgm;36
../at/s38/8.pgm;37
../at/s38/3.pgm;37
../at/s38/1.pgm;37
../at/s38/5.pgm;37
../at/s39/8.pgm;38
../at/s39/3.pgm;38
../at/s39/1.pgm;38
../at/s39/5.pgm;38
../at/s39/2.pgm;38
../at/s40/8.pgm;39
../at/s40/3.pgm;39
../at/s40/1.pgm;39
../at/s40/5.pgm;39
