../at/s1/2.pgm;0
../at/s1/4.pgm;0
../at/s2/2.pgm;1
../at/s2/4.pgm;1
../at/s3/2.pgm;2
../at/s3/4.pgm;2
../at/s4/2.pgm;3
../at/s4/4.pgm;3
../at/s5/2.pgm;4
../at/s5/4.pgm;4
../at/s6/2.pgm;5
../at/s6/4.pgm;5
../at/s7/2.pgm;6
../at/s7/4.pgm;6
../at/s8/2.pgm;7
../at/s8/4.pgm;7
../at/s9/2.pgm;8
../at/s9/4.pgm;8
../at/s10/2.pgm;9
../at/s10/4.pgm;9
../at/s11/2.pgm;10
../at/s11/4.pgm;10
../at/s12/2.pgm;11
../at/s12/4.pgm;11
../at/s13/2.pgm;12
../at/s13/4.pgm;12
../at/s14/2.pgm;13
../at/s14/4.pgm;13
../at/s15/2.pgm;14
../at/s15/4.pgm;14
../at/s16/2.pgm;15
../at/s16/4.pgm;15
../at/s17/2.pgm;16
../at/s17/4.pgm;16
../at/s18/2.pgm;17
../at/s18/4.pgm;17
../at/s19/2.pgm;18
../at/s19/4.pgm;18
../at/s20/2.pgm;19
../at/s20/4.pgm;19
../at/s21/2.pgm;20
../at/s21/4.pgm;20
../at/s22/2.pgm;21
../at/s22/4.pgm;21
../at/s23/2.pgm;22
../at/s23/4.pgm;22
../at/s24/2.pgm;23
../at/s24/4.pgm;23
../at/s25/2.pgm;24
../at/s25/4.pgm;24
../at/s26/2.pgm;25
../at/s26/4.pgm;25
../at/s27/2.pgm;26
../at/s27/4.pgm;26
../at/s28/2.pgm;27
../at/s28/4.pgm;27
../at/s29/2.pgm;28
../at/s29/4.pgm;28
../at/s30/2.pgm;29
../at/s30/4.pgm;29
../at/s31/2.pgm;30
../at/s31/4.pgm;30
../at/s32/2.pgm;31
../at/s32/4.pgm;31
../at/s33/2.pgm;32
../at/s33/4.pgm;32
../at/s34/2.pgm;33
../at/s34/4.pgm;33
../at/s35/2.pgm;34
../at/s35/4.pgm;34
../at/s36/2.pgm;35
../at/s36/4.pgm;35
../at/s37/2.pgm;36
../at/s37/4.pgm;36
../at/s38/2.pgm;37
../at/s38/4.pgm;37
../at/s39/2.pgm;38
../at/s39/4.pgm;38
../at/s40/2.pgm;39
../at/s40/4.pgm;39
